Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Expected_Amount,Payment_Method,Order_Status,Is_Promotion,Load_Delay_Hours,Is_Late,Quantity_Was_Invalid,Accuracy_Flag,Order_Status_Is_Invalid,Outlier_Flag_Before_Capping,Order_Date_Was_Imputed
T000258,C0143,Korn Srisawat,korn.srisawat143@example.com,M,Unknown,2026-05-15,2026-05-15 10:00:00,Food,3,262.19,0.1,707.91,707.91,Bank Transfer,Cancelled,N,10.0,False,False,False,False,False,False
T000377,C0029,Aom Pattanakul,aom.pattanakul29@example.com,F,Bangkok,2026-06-23,2026-06-23 06:00:00,Home,6,106.75,0.0,640.5,640.5,Credit Card,Returned,N,6.0,False,False,False,False,False,False
T000351,C0052,Gun Dechawat,gun.dechawat52@example.com,F,Rayong,2026-03-09,2026-03-09 06:00:00,Sports,4,67.63,0.0,270.52,270.52,Cash on Delivery,Cancelled,N,6.0,False,False,False,False,False,False
T000186,C0090,Mook Sukjai,mook.sukjai90@example.com,M,Chanthaburi,2026-04-04,2026-04-04 01:00:00,Electronics,2,164.39,0.0,328.78,328.78,PromptPay,Cancelled,N,1.0,False,False,False,False,False,False
T000259,C0145,Tee Srisawat,tee.srisawat145@example.com,M,Nakhon Ratchasima,2026-05-02,2026-05-02 03:00:00,Food,6,219.95,0.15,1121.74,1121.74,Bank Transfer,Cancelled,N,3.0,False,False,False,False,False,False
T000264,C0083,Beam Srisawat,beam.srisawat83@example.com,M,Chiang Mai,2026-06-21,2026-06-21 09:00:00,Food,3,138.51,0.15,353.2,353.2,Bank Transfer,Processing,N,9.0,False,False,False,False,False,False
T000239,C0030,May Thongdee,may.thongdee30@example.com,M,Nakhon Ratchasima,2026-02-24,2026-02-24 04:00:00,Fashion,1,344.9,0.1,310.41,310.41,PromptPay,Cancelled,N,4.0,False,False,False,False,False,False
T000202,C0010,Beam Sukjai,beam.sukjai10@example.com,M,Phuket,2026-03-02,2026-03-02 15:00:00,Food,3,241.49,0.1,652.02,652.02,PromptPay,Cancelled,N,15.0,False,False,False,False,False,False
T000501,C0166,Jane Srisawat,jane.srisawat166@example.com,F,Nakhon Ratchasima,2026-03-20,2026-03-20 19:00:00,Home,6,113.14,0.15,577.01,577.01,Credit Card,Processing,N,19.0,False,False,False,False,False,False
T000339,C0120,Mook Boonmee,mook.boonmee120@example.com,M,Chonburi,2026-06-16,2026-06-16 07:00:00,Sports,1,284.82,0.1,256.34,256.34,Credit Card,Completed,N,7.0,False,False,False,False,False,False
T000305,C0062,Beam Rattanakul,beam.rattanakul62@example.com,M,Bangkok,2026-03-03,2026-03-03 13:00:00,Fashion,2,132.76,0.15,225.69,225.69,Credit Card,Completed,N,13.0,False,False,False,False,False,False
T000109,C0029,Aom Pattanakul,unknown_C0029@unknown.local,F,Bangkok,2026-03-17,2026-03-17 14:00:00,Electronics,2,419.11,0.0,838.22,838.22,Credit Card,Processing,N,14.0,False,False,False,False,False,False
T000391,C0131,Narin Rattanakul,narin.rattanakul131@example.com,F,Khon Kaen,2026-01-23,2026-01-23 14:00:00,Fashion,3,158.05,0.0,474.15,474.15,PromptPay,Processing,N,14.0,False,False,False,False,False,False
T000563,C0123,Ploy Khamdee,ploy.khamdee123@example.com,F,Chanthaburi,2026-05-03,2026-05-03 07:00:00,Beauty,3,115.39,0.0,346.17,346.17,Bank Transfer,Completed,N,7.0,False,False,False,False,False,False
T000412,C0159,Nont Dechawat,nont.dechawat159@example.com,M,Chiang Mai,2026-05-04,2026-05-04 15:00:00,Beauty,3,99.91,0.05,284.74,284.74,Cash on Delivery,Completed,N,15.0,False,False,False,False,False,False
T000591,C0037,Jane Phromla,jane.phromla37@example.com,M,Chiang Mai,2026-04-09,2026-04-09 16:00:00,Beauty,5,159.09,0.2,732.4,636.36,Cash on Delivery,Processing,N,16.0,False,False,True,False,False,False
T000471,C0105,Korn Sukjai,korn.sukjai105@example.com,F,Rayong,2026-01-06,2026-01-06 05:00:00,Home,1,199.55,0.15,169.62,169.62,PromptPay,Completed,N,5.0,False,False,False,False,False,False
T000273,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-06-08,2026-06-08 11:00:00,Electronics,3,258.82,0.0,776.46,776.46,Bank Transfer,Returned,N,11.0,False,False,False,False,False,False
T000124,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-06-08,2026-06-08 03:00:00,Fashion,3,113.44,0.05,323.3,323.3,Credit Card,Completed,N,0.0,False,False,False,False,False,True
T000182,C0039,Beam Boonmee,beam.boonmee39@example.com,M,Rayong,2026-02-14,2026-02-14 08:00:00,Sports,2,45.51,0.0,91.02,91.02,PromptPay,Completed,N,8.0,False,False,False,False,False,False
T000592,C0178,Anan Wongsa,anan.wongsa178@example.com,M,Khon Kaen,2026-05-22,2026-05-22 09:00:00,Home,5,302.17,0.2,1208.68,1208.68,Bank Transfer,Processing,N,9.0,False,False,False,False,False,False
T000267,C0039,Beam Boonmee,beam.boonmee39@example.com,M,Rayong,2026-04-07,2026-04-07 13:00:00,Fashion,3,253.67,0.0,761.01,761.01,PromptPay,Returned,N,13.0,False,False,False,False,False,False
T000407,C0006,Pim Khamdee,pim.khamdee6@example.com,M,Nakhon Ratchasima,2026-06-11,2026-06-11 12:00:00,Electronics,1,136.65,0.0,136.65,136.65,Cash on Delivery,Completed,Y,12.0,False,False,False,False,False,False
T000328,C0034,Fah Pattanakul,fah.pattanakul34@example.com,M,Chiang Mai,2026-01-14,2026-01-14 03:00:00,Electronics,5,175.02,0.1,787.59,787.59,PromptPay,Completed,N,3.0,False,False,False,False,False,False
T000492,C0100,Fah Rattanakul,fah.rattanakul100@example.com,F,Bangkok,2026-03-18,2026-03-18 09:00:00,Food,1,64.15,0.2,51.32,51.32,Bank Transfer,Processing,N,9.0,False,False,False,False,False,False
T000434,C0150,Mook Chaiyo,mook.chaiyo150@example.com,F,Chiang Mai,2026-01-04,2026-01-04 01:00:00,Food,3,568.0,0.0,1704.0,1704.0,Credit Card,Processing,N,1.0,False,False,False,False,False,False
T000033,C0122,Anan Wongsa,anan.wongsa122@example.com,M,Chanthaburi,2026-06-01,2026-06-01 10:00:00,Electronics,6,111.27,0.1,513.09,600.86,PromptPay,Completed,N,10.0,False,False,True,False,False,False
T000096,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-01-06,2026-01-06 10:00:00,Food,3,216.75,0.15,552.71,552.71,Bank Transfer,Returned,N,10.0,False,False,False,False,False,False
T000349,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-04-15,2026-04-15 05:00:00,Electronics,6,214.11,0.0,1284.66,1284.66,Credit Card,Returned,N,5.0,False,False,False,False,False,False
T000552,C0139,Gun Phromla,gun.phromla139@example.com,M,Nakhon Ratchasima,2026-01-14,2026-01-14 04:00:00,Beauty,5,113.86,0.05,540.83,540.83,PromptPay,Cancelled,N,4.0,False,False,False,False,False,False
T000064,C0153,Nont Chaiyo,nont.chaiyo153@example.com,F,Chiang Mai,2026-02-02,2026-02-02 04:00:00,Home,3,226.22,0.0,678.66,678.66,Cash on Delivery,Cancelled,N,4.0,False,False,False,False,False,False
T000269,C0039,Beam Boonmee,unknown_C0039@unknown.local,M,Rayong,2026-06-01,2026-06-01 16:00:00,Electronics,1,290.78,0.1,261.7,261.7,Credit Card,Cancelled,N,16.0,False,False,False,False,False,False
T000215,C0158,Nont Kittikul,nont.kittikul158@example.com,M,Nakhon Ratchasima,2026-05-12,2026-05-12 07:00:00,Beauty,2,195.18,0.15,331.81,331.81,Cash on Delivery,Processing,Y,7.0,False,False,False,False,False,False
T000039,C0066,Beam Rattanakul,beam.rattanakul66@example.com,M,Chonburi,2026-04-09,2026-04-09 14:00:00,Fashion,1,384.01,0.05,364.81,364.81,Bank Transfer,Returned,N,0.0,False,False,False,False,False,True
T000135,C0108,Anan Khamdee,anan.khamdee108@example.com,M,Nakhon Ratchasima,2026-05-02,2026-05-02 01:00:00,Beauty,2,208.75,0.1,375.75,375.75,Cash on Delivery,Completed,N,1.0,False,False,False,False,False,False
T000256,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-04-11,2026-04-11 13:00:00,Electronics,3,119.94,0.0,359.82,359.82,Bank Transfer,Returned,N,13.0,False,False,False,False,False,False
T000106,C0140,Ploy Khamdee,ploy.khamdee140@example.com,F,Nakhon Ratchasima,2026-04-21,2026-04-21 04:00:00,Fashion,6,96.3,0.05,548.91,548.91,Bank Transfer,Returned,N,4.0,False,False,False,False,False,False
T000056,C0021,May Boonmee,may.boonmee21@example.com,F,Nakhon Ratchasima,2026-02-20,2026-02-20 12:00:00,Food,5,132.65,0.1,596.93,596.93,Bank Transfer,Returned,N,12.0,False,False,False,False,False,False
T000490,C0135,Korn Srisawat,korn.srisawat135@example.com,F,Bangkok,2026-05-28,2026-05-28 17:00:00,Food,2,209.44,0.1,376.99,376.99,Credit Card,Completed,N,17.0,False,False,False,False,False,False
T000288,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-06-02,2026-06-02 06:00:00,Sports,2,249.47,0.0,498.94,498.94,Credit Card,Completed,N,6.0,False,False,False,False,False,False
T000535,C0165,Nont Thongdee,nont.thongdee165@example.com,F,Nakhon Ratchasima,2026-06-16,2026-06-16 01:00:00,Sports,1,311.73,0.0,311.73,311.73,Cash on Delivery,Completed,N,1.0,False,False,False,False,False,False
T000561,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-01-23,2026-01-23 13:00:00,Beauty,6,290.31,0.0,1741.86,1741.86,Cash on Delivery,Returned,N,13.0,False,False,False,False,False,False
T000523,C0158,Nont Kittikul,unknown_C0158@unknown.local,M,Nakhon Ratchasima,2026-02-09,2026-02-12 05:00:00,Sports,6,66.64,0.1,359.86,359.86,Cash on Delivery,Completed,N,77.0,True,False,False,False,False,False
T000332,C0048,Boss Dechawat,boss.dechawat48@example.com,F,Rayong,2026-01-16,2026-01-16 08:00:00,Home,4,121.03,0.0,484.12,484.12,PromptPay,Cancelled,N,8.0,False,False,False,False,False,False
T000424,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-01-19,2026-01-19 03:00:00,Electronics,1,328.23,0.0,328.23,328.23,Credit Card,Completed,N,3.0,False,False,False,False,False,False
T000243,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-02-10,2026-02-10 15:00:00,Home,6,352.86,0.0,2092.5,2117.16,Cash on Delivery,Cancelled,N,15.0,False,False,False,False,True,False
T000128,C0005,Ploy Chaiyo,ploy.chaiyo5@example.com,F,Bangkok,2026-06-22,2026-06-22 13:00:00,Home,6,153.51,0.0,921.06,921.06,Credit Card,Cancelled,N,13.0,False,False,False,False,False,False
T000087,C0169,Boss Kittikul,boss.kittikul169@example.com,M,Nakhon Ratchasima,2026-06-18,2026-06-20 20:00:00,Food,5,143.91,0.0,719.55,719.55,Bank Transfer,Cancelled,N,68.0,True,False,False,False,False,False
T000178,C0070,Pim Chaiyo,pim.chaiyo70@example.com,M,Khon Kaen,2026-03-08,2026-03-11 17:00:00,Food,5,333.14,0.1,1499.13,1499.13,PromptPay,Completed,N,89.0,True,False,False,False,False,False
T000199,C0029,Aom Pattanakul,aom.pattanakul29@example.com,F,Bangkok,2026-02-18,2026-02-19 22:00:00,Food,2,256.96,0.1,462.53,462.53,PromptPay,Cancelled,N,46.0,True,False,False,False,False,False
T000103,C0166,Jane Srisawat,jane.srisawat166@example.com,F,Nakhon Ratchasima,2026-02-09,2026-02-09 10:00:00,Fashion,2,113.99,0.0,227.98,227.98,PromptPay,Cancelled,N,10.0,False,False,False,False,False,False
T000566,C0064,Ploy Thongdee,ploy.thongdee64@example.com,F,Phuket,2026-03-11,2026-03-11 18:00:00,Beauty,5,308.69,0.1,1389.11,1389.1,Bank Transfer,Cancelled,N,0.0,False,False,False,False,False,True
T000387,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-04-01,2026-04-01 03:00:00,Fashion,1,113.61,0.0,113.61,113.61,PromptPay,Completed,N,0.0,False,False,False,False,False,True
T000459,C0145,Tee Srisawat,tee.srisawat145@example.com,M,Nakhon Ratchasima,2026-01-16,2026-01-16 01:00:00,Home,3,192.4,0.0,577.2,577.2,Bank Transfer,Returned,N,1.0,False,False,False,False,False,False
T000554,C0147,Film Chaiyo,film.chaiyo147@example.com,M,Chiang Mai,2026-03-09,2026-03-09 13:00:00,Beauty,4,150.53,0.2,481.7,481.7,Cash on Delivery,Processing,Y,13.0,False,False,False,False,False,False
T000075,C0026,Mook Wongsa,mook.wongsa26@example.com,M,Chiang Mai,2026-04-23,2026-04-23 06:00:00,Electronics,1,124.44,0.0,124.44,124.44,Bank Transfer,Cancelled,N,6.0,False,False,False,False,False,False
T000310,C0018,Nont Chaiyo,nont.chaiyo18@example.com,M,Phuket,2026-05-23,2026-05-23 10:00:00,Beauty,6,85.56,0.0,513.36,513.36,Cash on Delivery,Cancelled,N,10.0,False,False,False,False,False,False
T000514,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-06-13,2026-06-13 03:00:00,Fashion,6,68.7,0.0,412.2,412.2,Cash on Delivery,Processing,N,3.0,False,False,False,False,False,False
T000389,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-05-04,2026-05-04 02:00:00,Sports,1,101.61,0.1,91.45,91.45,PromptPay,Cancelled,N,2.0,False,False,False,False,False,False
T000429,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,2026-06-15,2026-06-15 19:00:00,Fashion,4,307.1,0.1,680.15,1105.56,Credit Card,Returned,N,0.0,False,False,True,False,False,True
T000173,C0058,Anan Wongsa,anan.wongsa58@example.com,F,Khon Kaen,2026-04-26,2026-04-26 19:00:00,Fashion,5,204.88,0.1,921.96,921.96,Bank Transfer,Returned,N,19.0,False,False,False,False,False,False
T000533,C0133,Gun Kittikul,gun.kittikul133@example.com,F,Phuket,2026-06-08,2026-06-08 06:00:00,Home,6,232.08,0.0,1392.48,1392.48,Credit Card,Processing,N,6.0,False,False,False,False,False,False
T000172,C0112,Pim Rattanakul,unknown_C0112@unknown.local,M,Phuket,2026-06-10,2026-06-10 01:00:00,Beauty,3,71.11,0.0,229.66,213.33,Cash on Delivery,Cancelled,N,1.0,False,False,True,False,False,False
T000335,C0120,Mook Boonmee,mook.boonmee120@example.com,M,Chonburi,2026-01-08,2026-01-08 01:00:00,Beauty,1,169.44,0.2,135.55,135.55,PromptPay,Completed,N,1.0,False,False,False,False,False,False
T000456,C0177,Ice Lertprasert,ice.lertprasert177@example.com,M,Chiang Mai,2026-04-07,2026-04-07 13:00:00,Home,2,154.08,0.0,308.16,308.16,PromptPay,Cancelled,N,0.0,False,False,False,False,False,True
T000004,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-06-11,2026-06-11 01:00:00,Beauty,5,415.29,0.1,1868.81,1868.81,Credit Card,Processing,N,1.0,False,False,False,False,False,False
T000043,C0083,Beam Srisawat,beam.srisawat83@example.com,M,Chiang Mai,2026-02-01,2026-02-01 14:00:00,Electronics,6,296.58,0.15,1512.56,1512.56,Bank Transfer,Processing,N,14.0,False,False,False,False,False,False
T000463,C0153,Nont Chaiyo,nont.chaiyo153@example.com,F,Chiang Mai,2026-03-27,2026-03-27 11:00:00,Sports,6,221.64,0.0,1329.84,1329.84,Credit Card,Returned,N,11.0,False,False,False,False,False,False
T000586,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-02-08,2026-02-08 11:00:00,Food,4,72.4,0.15,246.16,246.16,Credit Card,Returned,N,11.0,False,False,False,False,False,False
T000005,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-06-12,2026-06-12 09:00:00,Home,6,50.19,0.15,2559.7,255.97,Bank Transfer,Processing,Y,9.0,False,False,True,False,False,False
T000382,C0021,May Boonmee,may.boonmee21@example.com,F,Nakhon Ratchasima,2026-01-19,2026-01-19 05:00:00,Electronics,3,202.19,0.0,606.57,606.57,Bank Transfer,Completed,N,5.0,False,False,False,False,False,False
T000219,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-02-07,2026-02-07 04:00:00,Electronics,2,133.02,0.2,212.83,212.83,Cash on Delivery,Returned,N,4.0,False,False,False,False,False,False
T000468,C0115,Korn Lertprasert,korn.lertprasert115@example.com,M,Phuket,2026-01-13,2026-01-13 12:00:00,Sports,5,231.14,0.0,1155.7,1155.7,PromptPay,Cancelled,N,12.0,False,False,False,False,False,False
T000519,C0114,Ploy Thongdee,ploy.thongdee114@example.com,M,Nakhon Ratchasima,2026-01-11,2026-01-11 11:00:00,Sports,2,357.73,0.05,679.69,679.69,PromptPay,Processing,N,11.0,False,False,False,False,False,False
T000041,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-06-08,2026-06-08 11:00:00,Food,3,143.49,0.05,408.95,408.95,PromptPay,Returned,N,11.0,False,False,False,False,False,False
T000149,C0040,Pim Srisawat,pim.srisawat40@example.com,M,Rayong,2026-03-14,2026-03-14 02:00:00,Electronics,6,234.72,0.0,1408.32,1408.32,PromptPay,Processing,N,2.0,False,False,False,False,False,False
T000042,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,2026-06-05,2026-06-05 08:00:00,Fashion,3,422.01,0.1,1139.43,1139.43,Cash on Delivery,Processing,N,8.0,False,False,False,False,False,False
T000180,C0114,Ploy Thongdee,ploy.thongdee114@example.com,M,Nakhon Ratchasima,2026-05-06,2026-05-06 03:00:00,Fashion,1,361.76,0.05,343.67,343.67,PromptPay,Processing,N,3.0,False,False,False,False,False,False
T000099,C0065,Pim Srisawat,pim.srisawat65@example.com,M,Nakhon Ratchasima,2026-04-28,2026-04-28 12:00:00,Food,4,174.07,0.1,626.65,626.65,Cash on Delivery,Completed,N,12.0,False,False,False,False,False,False
T000137,C0038,Boss Kittikul,boss.kittikul38@example.com,F,Nakhon Ratchasima,2026-06-29,2026-06-29 11:00:00,Food,2,264.19,0.1,475.54,475.54,PromptPay,Completed,N,11.0,False,False,False,False,False,False
T000527,C0024,Fah Boonmee,fah.boonmee24@example.com,F,Bangkok,2026-01-09,2026-01-09 07:00:00,Sports,2,202.29,0.1,364.12,364.12,Cash on Delivery,Processing,Y,7.0,False,False,False,False,False,False
T000242,C0108,Anan Khamdee,anan.khamdee108@example.com,M,Nakhon Ratchasima,2026-04-10,2026-04-10 12:00:00,Sports,6,144.15,0.05,821.66,821.66,Bank Transfer,Processing,N,0.0,False,False,False,False,False,True
T000241,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-03-17,2026-03-17 05:00:00,Food,6,251.32,0.0,1636.96,1507.92,Bank Transfer,Returned,N,5.0,False,False,True,False,False,False
T000570,C0019,Korn Dechawat,korn.dechawat19@example.com,M,Nakhon Ratchasima,2026-04-04,2026-04-04 15:00:00,Electronics,1,225.45,0.0,225.45,225.45,Bank Transfer,Completed,N,0.0,False,False,False,False,False,True
T000094,C0170,Beam Boonmee,beam.boonmee170@example.com,M,Nakhon Ratchasima,2026-03-18,2026-03-18 12:00:00,Sports,4,146.05,0.2,467.36,467.36,Bank Transfer,Returned,N,12.0,False,False,False,False,False,False
T000108,C0163,Tee Thongdee,tee.thongdee163@example.com,M,Chanthaburi,2026-06-19,2026-06-19 17:00:00,Beauty,2,197.35,0.0,394.7,394.7,Bank Transfer,Returned,N,0.0,False,False,False,False,False,True
T000432,C0139,Gun Phromla,gun.phromla139@example.com,M,Nakhon Ratchasima,2026-02-03,2026-02-03 19:00:00,Home,5,137.06,0.1,616.77,616.77,Credit Card,Returned,N,19.0,False,False,False,False,False,False
T000188,C0012,Mint Pattanakul,mint.pattanakul12@example.com,M,Chiang Mai,2026-02-23,2026-02-23 17:00:00,Food,5,779.43,0.0,2092.5,3897.15,PromptPay,Processing,N,0.0,False,False,True,False,True,True
T000491,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-04-05,2026-04-05 09:00:00,Food,3,216.03,0.15,550.88,550.88,Credit Card,Returned,N,9.0,False,False,False,False,False,False
T000427,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-01-19,2026-01-19 14:00:00,Beauty,3,188.05,0.1,507.74,507.74,Bank Transfer,Completed,N,14.0,False,False,False,False,False,False
T000289,C0096,Korn Dechawat,korn.dechawat96@example.com,M,Chonburi,2026-06-20,2026-06-20 18:00:00,Home,5,164.17,0.0,820.85,820.85,Bank Transfer,Processing,N,18.0,False,False,False,False,False,False
T000247,C0048,Boss Dechawat,boss.dechawat48@example.com,F,Rayong,2026-05-21,2026-05-21 05:00:00,Food,2,116.7,0.0,233.4,233.4,PromptPay,Returned,N,5.0,False,False,False,False,False,False
T000415,C0006,Pim Khamdee,pim.khamdee6@example.com,M,Nakhon Ratchasima,2026-02-02,2026-02-02 03:00:00,Food,6,224.99,0.0,1349.94,1349.94,Bank Transfer,Returned,N,3.0,False,False,False,False,False,False
T000431,C0005,Ploy Chaiyo,ploy.chaiyo5@example.com,F,Bangkok,2026-05-15,2026-05-15 09:00:00,Food,4,368.36,0.2,1178.75,1178.75,Credit Card,Processing,N,9.0,False,False,False,False,False,False
T000133,C0087,May Sukjai,may.sukjai87@example.com,M,Chanthaburi,2026-06-19,2026-06-19 11:00:00,Electronics,6,158.25,0.0,949.5,949.5,Credit Card,Returned,N,0.0,False,False,False,False,False,True
T000212,C0106,Korn Srisawat,korn.srisawat106@example.com,M,Rayong,2026-05-04,2026-05-04 07:00:00,Home,6,286.92,0.1,1549.37,1549.37,Bank Transfer,Cancelled,N,7.0,False,False,False,False,False,False
T000034,C0117,Mint Phromla,mint.phromla117@example.com,F,Nakhon Ratchasima,2026-06-09,2026-06-09 10:00:00,Fashion,1,200.15,0.05,190.14,190.14,PromptPay,Completed,N,10.0,False,False,False,False,False,False
T000466,C0047,Ploy Saelim,unknown_C0047@unknown.local,F,Khon Kaen,2026-05-16,2026-05-16 07:00:00,Home,5,120.77,0.0,603.85,603.85,Bank Transfer,Completed,N,7.0,False,False,False,False,False,False
T000496,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-03-25,2026-03-25 08:00:00,Food,5,169.79,0.1,764.05,764.06,Cash on Delivery,Processing,N,8.0,False,False,False,False,False,False
T000376,C0166,Jane Srisawat,jane.srisawat166@example.com,F,Nakhon Ratchasima,2026-04-14,2026-04-14 05:00:00,Beauty,5,80.57,0.0,402.85,402.85,PromptPay,Completed,N,5.0,False,False,False,False,False,False
T000549,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-01-31,2026-01-31 18:00:00,Fashion,3,313.72,0.0,941.16,941.16,Cash on Delivery,Returned,N,18.0,False,False,False,False,False,False
T000040,C0034,Fah Pattanakul,fah.pattanakul34@example.com,M,Chiang Mai,2026-01-28,2026-01-28 19:00:00,Fashion,3,156.5,0.0,493.99,469.5,Bank Transfer,Processing,N,19.0,False,False,True,False,False,False
T000360,C0174,Ploy Kittikul,ploy.kittikul174@example.com,M,Chiang Mai,2026-04-07,2026-04-07 18:00:00,Beauty,5,188.59,0.0,942.95,942.95,Credit Card,Processing,N,18.0,False,False,False,False,False,False
T000209,C0002,Mint Thongdee,mint.thongdee2@example.com,F,Rayong,2026-01-23,2026-01-23 06:00:00,Food,1,299.62,0.0,299.62,299.62,Cash on Delivery,Completed,N,6.0,False,False,False,False,False,False
T000055,C0021,May Boonmee,may.boonmee21@example.com,F,Nakhon Ratchasima,2026-05-04,2026-05-04 19:00:00,Food,1,96.41,0.0,96.41,96.41,Cash on Delivery,Cancelled,N,19.0,False,False,False,False,False,False
T000385,C0103,Tee Phromla,tee.phromla103@example.com,F,Phuket,2026-02-21,2026-02-21 03:00:00,Home,3,331.97,0.0,995.91,995.91,Credit Card,Cancelled,N,0.0,False,False,False,False,False,True
T900008,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-03-15,2026-03-15 07:00:00,Sports,3,269.12,0.15,686.26,686.26,Bank Transfer,Processing,N,0.0,False,False,False,False,False,True
T000400,C0153,Nont Chaiyo,nont.chaiyo153@example.com,F,Chiang Mai,2026-04-19,2026-04-19 11:00:00,Sports,3,162.55,0.0,487.65,487.65,PromptPay,Cancelled,N,11.0,False,False,False,False,False,False
T000030,C0082,Beam Srisawat,beam.srisawat82@example.com,M,Khon Kaen,2026-06-17,2026-06-17 17:00:00,Food,3,172.18,0.05,490.71,490.71,Bank Transfer,Processing,N,17.0,False,False,False,False,False,False
T000123,C0117,Mint Phromla,mint.phromla117@example.com,F,Nakhon Ratchasima,2026-06-16,2026-06-16 14:00:00,Sports,2,90.18,0.05,171.34,171.34,Bank Transfer,Cancelled,N,0.0,False,False,False,False,False,True
T000153,C0143,Korn Srisawat,korn.srisawat143@example.com,M,Rayong,2026-05-17,2026-05-17 11:00:00,Home,6,121.84,0.05,694.49,694.49,PromptPay,Cancelled,N,11.0,False,False,False,False,False,False
T000522,C0104,May Srisawat,may.srisawat104@example.com,F,Chonburi,2026-05-16,2026-05-16 06:00:00,Beauty,3,195.53,0.0,586.59,586.59,Cash on Delivery,Returned,N,6.0,False,False,False,False,False,False
T000357,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-03-08,2026-03-08 14:00:00,Fashion,3,56.68,0.0,170.04,170.04,Cash on Delivery,Processing,N,14.0,False,False,False,False,False,False
T000131,C0108,Anan Khamdee,anan.khamdee108@example.com,M,Nakhon Ratchasima,2026-06-24,2026-06-24 04:00:00,Beauty,6,265.91,0.0,1595.46,1595.46,Bank Transfer,Returned,N,4.0,False,False,False,False,False,False
T000493,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-02-03,2026-02-03 03:00:00,Beauty,3,286.06,0.0,858.18,858.18,Bank Transfer,Returned,N,3.0,False,False,False,False,False,False
T000409,C0072,Tee Lertprasert,tee.lertprasert72@example.com,F,Chanthaburi,2026-05-22,2026-05-22 05:00:00,Food,6,378.53,0.1,2044.06,2044.06,Cash on Delivery,Processing,N,0.0,False,False,False,False,False,True
T000406,C0028,Korn Rattanakul,korn.rattanakul28@example.com,M,Chonburi,2026-03-11,2026-03-11 07:00:00,Home,2,754.26,0.0,19610.76,1508.52,Credit Card,Processing,Y,7.0,False,False,True,False,False,False
T000562,C0146,Beam Maneerat,beam.maneerat146@example.com,F,Chanthaburi,2026-04-17,2026-04-17 13:00:00,Home,3,326.41,0.05,930.27,930.27,Bank Transfer,Cancelled,N,13.0,False,False,False,False,False,False
T000072,C0097,Ploy Boonmee,ploy.boonmee97@example.com,F,Chiang Mai,2026-01-10,2026-01-10 19:00:00,Sports,4,66.11,0.0,264.44,264.44,Bank Transfer,Completed,N,19.0,False,False,False,False,False,False
T000361,C0007,Jane Saelim,unknown_C0007@unknown.local,M,Chiang Mai,2026-06-24,2026-06-24 09:00:00,Beauty,1,170.79,0.2,136.63,136.63,PromptPay,Completed,N,9.0,False,False,False,False,False,False
T000314,C0135,Korn Srisawat,korn.srisawat135@example.com,F,Bangkok,2026-03-31,2026-03-31 11:00:00,Food,4,175.32,0.05,666.22,666.22,Bank Transfer,Cancelled,N,11.0,False,False,False,False,False,False
T000384,C0138,Mint Dechawat,unknown_C0138@unknown.local,M,Khon Kaen,2026-01-13,2026-01-13 06:00:00,Beauty,4,268.67,0.1,1110.52,967.21,Credit Card,Processing,N,6.0,False,False,True,False,False,False
